,SMILES
373,CC(C)CCc1cn(-c2ccc3c(-c4cccc(CN5CCCCC5)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
374,CCCC(C)c1cn(-c2ccc3c(-c4ccc(N(C)C)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
375,CCCC(C)c1cn(-c2ccc3c(-c4ccc(OC)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
376,CCCC(C)c1cn(-c2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
377,CCCC(C)c1cn(-c2ccc3c(-c4ccc5ccccc5c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
378,CCCC(C)c1cn(-c2ccc3c(-c4ccc(-c5ccccc5)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
379,CCCC(C)c1cn(-c2ccc3c(-c4ccc5cc(OC)ccc5c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
380,CCCC(C)c1cn(-c2ccc3c(-c4cc(C)c(OC)c(C)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
381,CCCC(C)c1cn(-c2ccc3c(-c4ccc(F)c(C)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
382,CCCC(C)c1cn(-c2ccc3c(-c4cccc(CN5CCOCC5)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
383,CCCC(C)c1cn(-c2ccc3c(-c4cccc(CN5CCCCC5)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
384,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)cc1
385,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)cc1
386,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
387,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
388,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
389,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(C6CC6)nn5)ccc34)ccc2c1
390,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)cc1C
391,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)ccc1F
392,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
393,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
394,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)cc1
395,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)cc1
396,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
397,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
398,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
399,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(C6CCCC6)nn5)ccc34)ccc2c1
400,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)cc1C
401,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)ccc1F
402,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
403,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
404,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)cc1
405,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)cc1
406,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
407,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
408,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
409,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(C6CCCCC6)nn5)ccc34)ccc2c1
410,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)cc1C
411,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)ccc1F
412,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
413,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
414,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)cc1
415,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)cc1
416,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
417,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
418,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
419,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(CC6CCCC6)nn5)ccc34)ccc2c1
420,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)cc1C
421,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)ccc1F
422,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
423,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
424,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)cc1
425,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)cc1
426,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
427,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
428,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
429,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(CC6CCCCC6)nn5)ccc34)ccc2c1
430,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)cc1C
431,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)ccc1F
432,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
433,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
434,CC(C)(C)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
435,CN(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
436,CCCC(C)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
437,O=C1c2ccc(-n3cc(C4CC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
438,O=C1c2ccc(-n3cc(C4CCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
439,O=C1c2ccc(-n3cc(CC4CCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
440,O=C1c2ccc(-n3cc(CC4CCCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
441,O=C1c2ccc(-n3cc(-c4ccccc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
442,Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
443,CC(C)(C)c1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
444,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
445,CN(C)c1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
446,COc1cc(OC)cc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c1
447,O=C1c2ccc(-n3cc(-c4ccc(OC(F)(F)F)cc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
448,O=C1c2ccc(-n3cc(-c4ccc(F)c(F)c4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
449,O=C1c2ccc(-n3cc(COc4ccccc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
450,CN(Cc1ccccc1)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
451,O=C1c2ccc(-n3cc(CCc4ccccc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
452,O=C1c2ccc(-n3cc(-c4ccc(Oc5ccccc5)cc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
453,O=C1c2ccc(-n3cc(-c4cccc5ccccc45)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
454,COc1ccc2cc(-c3cn(-c4ccc5c(c4)OC4=CC(N6CCN(C(=O)CCl)CC6)C=CC4C5=O)nn3)ccc2c1
455,O=C1c2ccc(-n3cc(-c4cc5ccccc5c5ccccc45)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
456,Cc1ccc(C)c(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c1
457,O=C1c2ccc(-n3cc(-c4ccc(F)cc4F)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
458,COc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c1
459,Cc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
460,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
461,O=C1c2ccc(-n3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
462,O=C1c2ccc(-n3cc(-c4cccc(F)c4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
463,Cc1cc(C)c(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1C
464,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c(C)c1
465,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
466,O=C1c2ccc(-n3cc(-c4ccccc4F)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
467,CC(C)CCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
468,O=C1c2ccc(-n3cc(C4=CCCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
469,O=C1c2ccc(-n3cc(-c4ccc(Cl)c(Cl)c4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
470,COc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
471,O=C1c2ccc(-n3cc(Cc4ccccc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
472,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
473,CCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
474,CC(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
475,CCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
476,Cc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
477,CCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
478,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
479,CCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
480,CCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
481,CCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
482,CCCCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
483,N#Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
484,Cn1cncc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
485,O=C1c2ccc(-n3cc(-c4ccccn4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
486,O=C1c2ccc(-n3cc(CBr)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
487,O=C1c2ccc(-n3cc(-c4ccc([N+](=O)[O-])cc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
488,O=C1c2ccc(-n3cc(-c4ccccn4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
489,COCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
490,C[Si](C)(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
491,O=C1c2ccc(-n3cc(C4(O)CCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
492,O=C1c2ccc(-n3cc(C(O)c4ccccc4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
493,CCCCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
494,O=C1c2ccc(-n3cc(CO)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
495,O=C1c2ccc(-n3cc(C4CCCCC4)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
496,C[Si](C)(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
497,O=C1NC(=O)c2c(Cc3cn(-c4ccc5c(c4)OC4=CC(N6CCN(C(=O)CCl)CC6)C=CC4C5=O)nn3)cccc21
498,CC(C)CC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
499,CC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
500,CCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
501,CC(C)CC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
502,CCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
503,O=C1c2ccc(-n3cc(-c4ccccc4CO)nn3)cc2OC2=CC(N3CCN(C(=O)CCl)CC3)C=CC12
504,CC(O)(c1cccc(F)c1)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
505,CC(O)(c1ccc(F)cc1)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
506,CCC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
507,CC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
508,CC(O)(c1ccccc1)c1cn(-c2ccc3c(c2)OC2=CC4C=CCCN(C(=O)CCl)CCN4C2C3=O)nn1
509,CC(O)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
510,CCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(=O)CCl)CC4)C=CC2C3=O)nn1
511,CC(O)(c1cn(-c2ccc3c(c2)OC2=CC4C=CCCN(C(=O)CCl)CCN4C2C3=O)nn1)c1ccccc1F
512,Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)cc1
513,Cc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c1
514,Cc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(=O)CCl)CC5)C=CC3C4=O)nn2)c1
515,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)(C)C)nn5)cc4OC3=C2)CC1
516,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CN(C)C)nn5)cc4OC3=C2)CC1
517,CCCC(C)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
518,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C6CC6)nn5)cc4OC3=C2)CC1
519,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C6CCCC6)nn5)cc4OC3=C2)CC1
520,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CC6CCCC6)nn5)cc4OC3=C2)CC1
521,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CC6CCCCC6)nn5)cc4OC3=C2)CC1
522,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccc6)nn5)cc4OC3=C2)CC1
523,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(C)cc6)nn5)cc4OC3=C2)CC1
524,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(C(C)(C)C)cc6)nn5)cc4OC3=C2)CC1
525,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)cc1
526,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(N(C)C)cc6)nn5)cc4OC3=C2)CC1
527,COc1cc(OC)cc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)c1
528,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(OC(F)(F)F)cc6)nn5)cc4OC3=C2)CC1
529,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(F)c(F)c6)nn5)cc4OC3=C2)CC1
530,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(COc6ccccc6)nn5)cc4OC3=C2)CC1
531,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CN(C)Cc6ccccc6)nn5)cc4OC3=C2)CC1
532,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CCc6ccccc6)nn5)cc4OC3=C2)CC1
533,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(Oc7ccccc7)cc6)nn5)cc4OC3=C2)CC1
534,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cccc7ccccc67)nn5)cc4OC3=C2)CC1
535,COc1ccc2cc(-c3cn(-c4ccc5c(c4)OC4=CC(N6CCN(C(C)=O)CC6)C=CC4C5=O)nn3)ccc2c1
536,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cc7ccccc7c7ccccc67)nn5)cc4OC3=C2)CC1
537,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cc(C)ccc6C)nn5)cc4OC3=C2)CC1
538,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(F)cc6F)nn5)cc4OC3=C2)CC1
539,COc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)c1
540,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccc6C)nn5)cc4OC3=C2)CC1
541,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)cc1
542,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cc(C(F)(F)F)cc(C(F)(F)F)c6)nn5)cc4OC3=C2)CC1
543,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cccc(F)c6)nn5)cc4OC3=C2)CC1
544,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cc(C)c(C)cc6C)nn5)cc4OC3=C2)CC1
545,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)c(C)c1
546,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)cc1
547,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccc6F)nn5)cc4OC3=C2)CC1
548,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CCC(C)C)nn5)cc4OC3=C2)CC1
549,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C6=CCCCC6)nn5)cc4OC3=C2)CC1
550,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(Cl)c(Cl)c6)nn5)cc4OC3=C2)CC1
551,COc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
552,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(Cc6ccccc6)nn5)cc4OC3=C2)CC1
553,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
554,CCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
555,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CC(C)C)nn5)cc4OC3=C2)CC1
556,CCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
557,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccc6C)nn5)cc4OC3=C2)CC1
558,CCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCN(C(C)=O)CC5)C=CC3C4=O)nn2)cc1
559,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
560,CCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
561,CCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
562,CCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
563,CCCCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
564,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(C#N)cc6)nn5)cc4OC3=C2)CC1
565,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cncn6C)nn5)cc4OC3=C2)CC1
566,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccn6)nn5)cc4OC3=C2)CC1
567,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CBr)nn5)cc4OC3=C2)CC1
568,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc([N+](=O)[O-])cc6)nn5)cc4OC3=C2)CC1
569,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccn6)nn5)cc4OC3=C2)CC1
