COL1,COL2,SMILES
,F2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(OC)C=C3)CCN)=O)C4=C1C=CC=C4
,F3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(C)C=C3)CCN)=O)C4=C1C=CC=C4
,F4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(C)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(F)C=C(F)C=C3)CCN)=O)C4=C1C=CC=C4
,F6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(Cl)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(F)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCCCCCC)CCN)=O)C3=C1C=CC=C3
,F9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(F)=CC(F)=C3)CCN)=O)C4=C1C=CC=C4
,F10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCC)CCN)=O)C3=C1C=CC=C3
,F11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C(CC)CC)CCN)=O)C3=C1C=CC=C3
,G2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCCCC3C)CCN)=O)C4=C1C=CC=C4
,G3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCC)CCN)=O)C3=C1C=CC=C3
,G4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCC(C)CC3)CCN)=O)C4=C1C=CC=C4
,G5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC(C)C)CCN)=O)C3=C1C=CC=C3
,G6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCCCCC3)CCN)=O)C4=C1C=CC=C4
,G7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=CO3)CCN)=O)C4=C1C=CC=C4
,G8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(F)=CC=C3F)CCN)=O)C4=C1C=CC=C4
,G9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(F)C(F)=C3)CCN)=O)C4=C1C=CC=C4
,G10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=CC=C3F)CCN)=O)C4=C1C=CC=C4
,G11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=CC=C3Cl)CCN)=O)C4=C1C=CC=C4
,H2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(Cl)=CC=C3Cl)CCN)=O)C4=C1C=CC=C4
,H3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC(C3=CC=CC=C3)C4=CC=CC=C4)CCN)=O)C5=C1C=CC=C5
,H4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(Cl)=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,H5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Br)C=C3)CCN)=O)C4=C1C=CC=C4
,H6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC(C)CC)CCN)=O)C3=C1C=CC=C3
,H7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(Cl)C=C3F)CCN)=O)C4=C1C=CC=C4
,H8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCCC\C=C/CCCCCCCC)CCN)=O)C3=C1C=CC=C3
,H9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCNC(OC(C)(C)C)=O)CCN)=O)C3=C1C=CC=C3
,H10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,H11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Cl)C=C3Cl)CCN)=O)C4=C1C=CC=C4
